RID,POSTED_BY,BHK_NO,SQUARE_FT,BATH,BALCONY,ADDRESS,LONGITUDE,LATITUDE,PRICE_IN_LACS,Label
A3OK0COYMR9WUK,Dealer,2 BHK,1109.877913,2,2,"Ajmer Road,Jaipur",26.928785,75.828002,20,1
A1ZP3UHZXPLJ0U,Dealer,3 BHK,621.1180124,3,2,"Salap,Kolkata",22.614897,88.266824,16,0
A3JV57W80SI5MX,Dealer,2 BHK,630.0630063,2,2,"Virar West,Lalitpur",19.4559,72.8114,28,1
AD6KPEXEHEH5N,Dealer,4 BHK,1100.352113,3,2,"Mansarovar Extension,Jaipur",26.8626,75.7633,25,0
A133OLJFP564T1,Dealer,3 BHK,366.3423011,2,2,"Hinjewadi,Pune",18.5853,73.7413,32,0
A1HOXKR7OKJ1X1,Dealer,3 BHK,2132.687763,2,1,"Borivali (East),Lalitpur",19.235,72.8598,370,0
A2CFWPZX3VUF64,Owner,5 BHK,1330.180313,2,2,"palm avenue,Kolkata",22.54111,88.33778,90,0
AUFES5GU717KT,Dealer,3 BHK,1260.126013,3,3,"Modinagar,Hapur",28.72795,77.78473,28,0
A1BMZEA51ZR6JD,Dealer,3 BHK,1424.332344,2,2,"NH-8,Dharuhera",12.973237,77.646859,24,1
A2MFQXDIPFDXGX,Owner,1 BHK,888.030888,1,0,"Neeladri Nagar,Bangalore",12.986987,77.736436,46,1
A2N3BRPS0NS7FF,Owner,3 BHK,983.8369642,2,1,"Ajmer Road,Jaipur",26.928785,75.828002,28,0
AYGJ96W5KQMUJ,Dealer,3 BHK,3400.35482,3,2,"Anjanapura,Bangalore",12.96991,77.59796,230,0
A2A0LMJKSRTKY2,Owner,9 BHK,565.1105651,3,3,"Revdanda,Raigad",18.5536,72.9256,23,0
A2XA2823X5EPKE,Dealer,2 BHK,1454.898157,2,2,"Suraksha Nagar,Bangalore",20.098413,79.10786,75,1
A265ZN83B11MSQ,Dealer,8 BHK,1019.965278,8,3,"Hiranandani Estate,Lalitpur",19.255098,72.9815265,94,1
A1804Z5697O7SX,Owner,2 BHK,1435.956347,2,1,"Jagatpura,Jaipur",26.832353,75.841749,50,1
A25XCB9AMF34AE,Owner,3 BHK,1042.011247,3,2,"Akshayanagara West,Bangalore",12.96991,77.59796,63,1
A15YB0DWQ815SY,Owner,7 BHK,1370.16094,3,2,"Kasavanhalli,Bangalore",12.9077,77.6755,63,1
A1ESKQMRVT5AAR,Dealer,2 BHK,1110.0148,2,2,"Sector-18 Ulwe,Mumbai",18.973908,73.025106,90,0
A4WQ5WJZMLUQG,Dealer,3 BHK,1009.18357,3,2,"Sector 10 Kharghar,Lalitpur",19.033956,73.075342,100,1
A2H6LERTQ3PHEU,Owner,3 BHK,1400.367309,2,1,"Shaheed Nagar,Bhopal",23.260765,77.386515,30.5,0
A3B4KVOTQT9TII,Dealer,2 BHK,1250,2,2,"Mulund (West),Lalitpur",19.1759,72.9522,180,1
A30T3R2JOVEVDP,Owner,2 BHK,1410.039481,2,1,"Mico Layout,Bangalore",12.911464,77.604916,75,0
A10CF04CJZC05F,Owner,3 BHK,998.003992,3,2,"Medavakkam,Chennai",12.91716,80.19287,55,1
A281NPSIMI1C2R,Dealer,2 BHK,54225.69614,2,2,"Thane West,Lalitpur",19.18,72.96333,9990,0
A25OQMK5WR76P8,Dealer,3 BHK,1300.070274,2,1,"Mansarovar Extension,Jaipur",26.8626,75.7633,37,1
A1BRY47PU9CIX9,Owner,3 BHK,1299.013712,3,3,"Ashiyana Colony,Lucknow",26.784408,80.916026,54,0
A31I1DOABV0APB,Owner,3 BHK,540.1026195,3,2,"Sarasnagar,Ahmednagar",19.08333,74.73333,20,1
A60Q11ZYE2U42,Owner,2 BHK,650.0101564,2,0,"Narhe,Pune",18.442587,73.829832,32,0
A28RREP03HJZGU,Owner,3 BHK,900.090009,2,2,"New Palasia,Indore",22.715073,75.879428,40,1
A8VBKZI1OHE8W,Owner,2 BHK,1250,2,1,"Sector-3 Bahadurgarh,Bahadurgarh",19.000869,73.118903,35,1
A1K3CH8AIXM7DE,Dealer,5 BHK,990.0990099,2,2,"Sector-35G Kharghar,Lalitpur",24.69028,78.41889,85,0
A2M3MWB9QHGZ97,Owner,3 BHK,1200,3,2,"Alwar Bhiwadi Road,Bhiwadi",28.21,76.87,24,1
A1KV2HEQG5N86S,Owner,4 BHK,1603.354711,3,1,"1st Block HRBR Layout,Bangalore",13.037343,77.628291,130,0
AJXMQ2116MJER,Dealer,5 BHK,1149.330925,2,1,"Jijamata Nagar,Lalitpur",18.019094,76.067382,140,0
A1WVOM1UQU9ZN0,Dealer,2 BHK,2485.659656,2,2,"Sector-66A Mohali,Mohali",30.661104,76.746082,130,1
A2W3RO3ZLLX9N9,Owner,2 BHK,750.1071582,2,1,"Kestopur,Kolkata",22.605438,88.422084,35,1
AL619MA80I8RE,Dealer,2 BHK,1400.070004,2,2,"Camp,Pune",18.52361,73.84778,160,0
AI2GIQN8ANTOL,Owner,2 BHK,1099.807534,2,1,"Babusapalaya,Bangalore",12.96991,77.59796,40,1
A1WLOJBYGZ49HL,Owner,2 BHK,1380.138014,2,2,"Sector-79 Noida,Noida",28.558047,77.392752,92,0
A2LUSYXY8NXYKW,Owner,2 BHK,900.9009009,2,2,"Talpur,Bhilai",21.17549,81.312773,7,1
A2QDN143KAZK6T,Dealer,3 BHK,1385.224274,3,1,"Sector-120 Noida,Noida",28.585757,77.396668,63,0
A1TWAHERFJW5PH,Dealer,2 BHK,1820.020222,2,1,"Goregaon (East),Maharashtra",19.1615,72.8731,450,1
A2G0773XS6R763,Dealer,2 BHK,325.0337299,2,1,"Nalasopara (West),Mumbai",18.96667,72.83333,26.5,0
A3UE3WHLZLCMBH,Dealer,3 BHK,2026.902524,3,2,"Sector-82 Mohali,Mohali",30.654128,76.732427,110,0
A37QU23QG5SC48,Owner,2 BHK,1664.402174,2,2,"Sodepur,Kolkata",22.69995,88.390833,49,0
A3G5N7REKFVX0M,Dealer,4 BHK,2060.262683,2,3,"Kharadi,Pune",18.5438,73.9438,160,0
AEUTF9X5A9RE8,Dealer,3 BHK,1721.170396,3,3,"Ardendale,Bangalore",50.817397,4.42145,90,0
A2T7GZ74MZI0MN,Dealer,2 BHK,1200.033104,2,2,"Oshiwara,Lalitpur",24.69028,78.41889,290,1
A117ST5ZLY9YNK,Dealer,3 BHK,2600.104004,3,3,"1st Block Jayanagar,Bangalore",26.696758,90.513797,450,1
A1EB9417KLZ2TZ,Dealer,3 BHK,1476.173415,7,3,"Sector 75 Faridabad,Faridabad",28.365512,77.346306,41.2,0
A29QXI9MWCVO7Q,Owner,2 BHK,1070.090958,2,2,"Sector-137 Noida,Noida",28.506454,77.409568,60,1
A3I7PE5X2MB9JY,Owner,2 BHK,1200,2,1,"Sakkardara,Nagpur",21.124831,79.115257,60,0
AFSPO2KS1G8R1,Dealer,3 BHK,300.3102105,3,2,"Wadala East,Maharashtra",19.014858,72.8662,91,1
A37V4NXX3SP40T,Dealer,3 BHK,1300.236407,3,3,"Narendra Nagar Extension,Lalitpur",21.105779,79.078497,55,1
A1X5X96K9B3OVC,Dealer,4 BHK,675,2,2,"Badlapur,Mumbai",18.96667,72.83333,27,1
AAUFOYF14DK7D,Owner,2 BHK,720.1355549,2,2,"Kankhal,Haridwar",29.892311,78.000723,25.5,1
A2EY93D9MVNN7J,Dealer,2 BHK,1183.651805,2,1,"Midhilapuri Vuda Colony,Visakhapatnam",17.7,83.25,44.6,1
A183EVXVRWRXXI,Owner,3 BHK,999.0917348,3,2,"Sector-49 Noida,Noida",28.564519,77.366816,55,0
A23YGAIIIVTXEJ,Owner,2 BHK,1275.214468,2,1,"Ramanashree Enclave,Bangalore",12.96635,77.594999,55,1
A2HTJUCMBERC1Q,Dealer,3 BHK,739.98469,2,1,"Mira Road,Mumbai",19.283359,72.864964,58,0
A1IATV65IYNK96,Dealer,2 BHK,1382.033564,2,1,"Singasandra,Bangalore",12.879728,77.650297,56,0
A2KFSQ6G9DRK95,Dealer,2 BHK,1369.25589,2,1,"Zirakpur,Chandigarh",30.662283,76.822397,58.7,1
A38XW60U7T36B1,Owner,2 BHK,561.1455108,2,1,"Nanakheda,Ujjain",23.244183,76.059106,14.5,0
A1OTPJIWASFMLO,Dealer,2 BHK,475.1722499,2,0,"Laxmi Nagar,Mumbai",22.281215,70.789479,100,1
AY6T6TT8HNYT5,Dealer,2 BHK,1040.098536,2,0,"Mira Road East,Lalitpur",19.2836,72.8675,76,0
A17JWZK2O34FS2,Dealer,3 BHK,2012.072435,3,2,"HRBR Layout,Bangalore",13.037343,77.628291,250,1
A2KYPW9FX7BZJR,Dealer,3 BHK,1057.697393,2,1,"Ashok Nagar Kandivali,Lalitpur",12.97038,77.611368,200,0
A2BWJE33YXG4L,Dealer,2 BHK,1845.01845,3,3,"Sector 7 Kharghar,Lalitpur",19.035407,73.065449,230,1
A1X6HMGTDRQ95B,Owner,3 BHK,1380.065717,3,3,"Karan Para,Rajkot",22.29115,70.805418,63,1
A36J0VHZ1295R4,Dealer,3 BHK,1881.04622,3,1,"Andheri (East),Maharashtra",19.1145,72.8712,210,0
A20DKKB9S1EKJA,Owner,2 BHK,11000.34376,2,1,"Karanodai,Chennai",13.25233,80.163376,320,1
A3VL263FW0O1JL,Owner,2 BHK,1290.322581,2,1,"PAL,Surat",21.17,72.83,50,0
A2WWB48WU61DO3,Dealer,3 BHK,714.8984844,3,1,"Marsur,Bangalore",12.928575,77.585721,25,0
AAKO51858RQVQ,Dealer,2 BHK,959.9232061,2,1,"Kattupakkam,Chennai",13.042089,80.124264,40,1
A1JMCY0XKUXT6X,Dealer,4 BHK,1349.948079,3,2,"New Town,Kolkata",22.5922,88.484911,65,1
A14BY8J0TQIBV1,Dealer,2 BHK,2000,2,1,"Andheri MIDC,Lalitpur",24.69028,78.41889,270,0
A29VDP5XCJV6RY,Dealer,1 BHK,1563.166122,1,1,"Raghunathpur,Bhubaneswar",20.383131,85.826355,110,1
A10OUSNLYGG1SD,Dealer,2 BHK,600.035823,2,0,"Naigaon (East),Mumbai",19.35269,72.864824,33.5,0
A338WJQLX5J1MH,Dealer,3 BHK,1286.046512,3,2,"Khandagiri,Bhubaneswar",20.257483,85.780142,55.3,1
AGO08CYTWMRP,Dealer,3 BHK,1200.14771,2,2,"Whitefield,Bangalore",12.9958935,77.761394,65,0
AEXV0U23G2GTY,Dealer,3 BHK,1706.7759,3,2,"Vaishali,Ghaziabad",28.6423,77.3445,100,1
A2XPGNJ8YUPHM0,Owner,2 BHK,820.0754469,2,2,"Koyambedu,Chennai",13.069866,80.198423,50,0
A1STLRFIQ8KG5,Dealer,3 BHK,1130.085384,2,2,"Bellandur,Bangalore",12.9255,77.6765,45,0
A31LX0K4MEAYK7,Owner,2 BHK,1600,3,0,"Brookefield,Bangalore",12.9657,77.7188,80,1
A114ENJ8LDLMR2,Dealer,2 BHK,1025.145068,2,1,"Hadapsar,Pune",18.49667,73.94167,53,0
A16NN54ESNY77G,Dealer,2 BHK,1199.616123,2,1,"Karamsad,Anand",22.55,72.9,25,0
A2LDWYH3UYKAE9,Owner,2 BHK,1718.560453,2,1,"Keshava Nagar,Bangalore",12.972015,77.563021,170,1
A3B2Q0BDRNII3S,Owner,3 BHK,500,2,1,"Sector-3 Vasundhara,Ghaziabad",28.65998,77.370279,35,1
A2GFDGHAODEBX8,Owner,2 BHK,1264.222503,2,2,"Sector-62 Noida,Noida",28.6221,77.3674,70,0
A1RD9TDF3FLB60,Dealer,3 BHK,860.0770218,3,2,"Behala,Kolkata",22.498882,88.317556,33.5,1
A2E7P52B783HTI,Dealer,3 BHK,749.9353504,3,3,"Bhadwad,Lalitpur",24.69028,78.41889,29,0
AH8GFZJP4AKCM,Dealer,2 BHK,3301.168106,2,1,"Gotri Road,Vadodara",22.312358,73.145436,65,1
AML351UD1T9IF,Owner,3 BHK,976.0178472,3,2,"Doddakannelli,Bangalore",12.905538,77.694263,70,1
A1L1EHTU11S50F,Dealer,3 BHK,1162.718204,3,1,"Sector-129 Noida,Noida",28.507373,77.386719,37.3,1
A25C2M3QF9G7OQ,Owner,3 BHK,1000,3,2,"Mamra Bazaar,Durgapur",23.55,87.32,18,1
A2ZLCLWFRIRL2A,Owner,2 BHK,1210.084034,2,3,"Venugopal Reddy Layout,Bangalore",17.883963,77.510233,72,1
A1OJU4I8E96AF0,Dealer,4 BHK,4623.513871,2,2,"Citylight Area,Surat",21.17,72.83,210,0
A12WVAXWII6OPK,Dealer,3 BHK,3107.07457,3,2,"Sector-121 Mohali,Mohali",30.696627,76.693764,130,1
A3229QMVXFPNH,Owner,4 BHK,750,3,2,"Savedi,Ahmednagar",19.09806,74.7325,30,0
AV8HZ7FZLAPGQ,Dealer,2 BHK,1200.101061,2,1,"7th Phase JP Nagar,Bangalore",35,136,95,0
A3M84VMTYCG5L3,Owner,2 BHK,1190.031153,2,1,"Sector-50 Noida,Noida",28.5679,77.3679,95.5,0
AFJPNDNQTTC91,Dealer,2 BHK,899.58159,2,1,"Sector 70 Faridabad,Faridabad",28.340575,77.348933,21.5,1
A3P64EVP39YPZ8,Dealer,3 BHK,535.0242742,3,1,"Jui Nagar,Maharashtra",20.040727,73.798018,54,0
A1Q4UTBBDW6SAM,Dealer,3 BHK,1775.037369,3,2,"Malad (East),Mumbai",19.1758,72.8643,190,1
A1UDC6QRUN4BOK,Owner,2 BHK,2010.424423,1,1,"Garkheda,Aurangabad",19.861162,75.353252,27,0
A2IH8UUAUHMGLW,Dealer,2 BHK,475.0154226,2,2,"Majiwada,Mumbai",19.218498,72.992114,77,1
A18SVL5RCBIR4G,Dealer,3 BHK,650.0541712,3,3,"Keshav Nagar,Pune",27.16726,75.709505,42,0
A358A1GEYJG7CD,Dealer,2 BHK,1163.467132,2,2,"Malad (East),Lalitpur",19.1758,72.8643,140,1
A1MH0BQU601U4H,Dealer,2 BHK,689.4252567,2,2,"Alandur,Chennai",13.00306,80.20389,51.7,1
A1B3YG8RXGIN2T,Dealer,3 BHK,2640.105604,3,3,"Kodbisanhalli,Bangalore",12.96991,77.59796,220,0
A1EO8JTCUX2B0U,Dealer,3 BHK,850.8857581,3,1,"Hinjewadi Phase 2,Pune",18.5853,73.7413,61,1
AVQ7O2ZXPM7UW,Dealer,3 BHK,1650.084931,3,2,"Laxmisagar,Bhubaneswar",20.26444,85.82806,68,0
A16TUVM8A3DV9C,Dealer,4 BHK,1261.487051,2,2,"Kundli,Sonipat",28.874383,77.113251,30.2,0
A2L79K9PXZISP9,Dealer,3 BHK,2388.888889,2,1,"Sector-37D Gurgaon,Gurgaon",28.449774,76.971789,86,1
A3JJV5N6JSG7PT,Dealer,2 BHK,1230.466347,2,1,"Hadapsar,Pune",18.49667,73.94167,100,1
A1IU7S4HCK1XK0,Dealer,5 BHK,1904.952877,3,1,"Frazer Town,Bangalore",12.997946,77.612863,190,0
A2SIPYGHXKDRPR,Dealer,2 BHK,1209.720021,2,1,"Sector-115 Mohali,Mohali",30.712867,76.648557,22.9,1
A1O1C1RWAZCW4S,Owner,3 BHK,1750.087504,3,2,"Gotri,Vadodara",22.312358,73.145436,50,0
A2DJFN6DQQ8WF9,Dealer,10 BHK,1948.460088,12,2,"Wadala,Lalitpur",24.69028,78.41889,310,1
A2V9INB3YNERSI,Owner,1 BHK,500,1,1,"Bhakti Nagar,Rajkot",22.285717,70.767706,23,0
A2L1NQB3UVLU64,Owner,2 BHK,1245.18233,2,1,"Gudiapokhari,Bhubaneswar",20.26444,85.82806,42,1
AG08SJ3U2ZV6J,Owner,2 BHK,1700.294718,2,1,"Dhorra,Aligarh",27.88,78.08,75,0
A3GZJRI6F6ULKI,Dealer,5 BHK,892.7774306,2,3,"Chembur (East),Lalitpur",19.05871,72.89969,200,0
AZV26LP92E6WU,Owner,4 BHK,2020.573108,2,2,"Ama Seoni,Raipur",21.265617,81.693416,55,1
A1YDQ8I5KVNF8P,Owner,3 BHK,1035.046305,3,1,"NTI Layout,Bangalore",12.96991,77.59796,57,0
A3SLCKFO3R46XJ,Dealer,2 BHK,851.0638298,2,1,"Nayabad,Kolkata",22.483471,88.417711,24,0
A3PPGYCSQXK1GI,Owner,2 BHK,1205.489614,2,2,"MES junction,Goa",15.40194,74.04333,65,1
A3RLMRU7EE8595,Dealer,4 BHK,724.9879169,3,2,"RMV Extension,Bangalore",40.9948233,-85.7661219,60,1
A3OFZFLLURJNVZ,Owner,3 BHK,11310.34483,2,2,"Royal City,Jaipur",10.794455,79.151794,16.4,0
A1PHFW8IB5MRMG,Owner,2 BHK,1400.233372,2,1,"Kereguddadahalli,Bangalore",13.079235,77.517166,60,1
AA4U8RXXOLEEK,Dealer,2 BHK,1394.814572,2,2,"Sector-66 Mohali,Mohali",30.673383,76.733924,85,0
A3UQXHI88S7XAX,Owner,2 BHK,825.3664755,2,0,"Muthuvara,Thrissur",10.52,76.21,25.9,1
ATSAWVR11NPPS,Owner,3 BHK,1624.727561,2,2,"Sector-150 Noida,Noida",28.429614,77.481711,82,1
A1OEN6ELBDFLI,Dealer,2 BHK,1877.84522,2,2,"Jessore Road,Kolkata",22.54111,88.33778,99,1
A21C1M8B8DG17S,Owner,3 BHK,1245.136187,3,2,"Sainikpuri,Secunderabad",17.49382,78.543055,48,1
A39A0YMM15P5ZI,Dealer,2 BHK,1257.010249,1,0,"Ghatkopar (East),Lalitpur",19.078305,72.905931,520,1
A2T8NBMC87UAOV,Dealer,3 BHK,2254.791432,2,2,"Sector-67 Gurgaon,Gurgaon",28.378021,77.063066,200,0
AFV1DRHE0S4NN,Owner,2 BHK,450,2,1,"Ghantaghar,Ghaziabad",28.661262,77.426478,18,1
A16I9RP5EDWM57,Owner,3 BHK,574.8987854,2,3,"Junction Plot,Rajkot",22.31162,70.800294,35.5,0
A2LJVBPN91XW7H,Dealer,1 BHK,680.0348736,2,1,"Pokharan Road,Mumbai",18.96667,72.83333,78,0
A2HTYS3T1F7F2Z,Dealer,2 BHK,1235.839341,2,2,"Maheshtala,Kolkata",22.486821,88.233267,48,0
A1A99RZRDB9DUN,Dealer,2 BHK,1016.330451,2,1,"Doddakallasandra,Bangalore",12.880993,77.557654,52.9,1
AE3IVYC5L4PMC,Dealer,3 BHK,1400.124456,3,0,"Sector-28 Noida,Noida",28.5722,77.3331,90,0
A3UX0X2KM95YN3,Builder,1 BHK,1090,1,1,"Pratap Nagar,Nagpur",21.116978,79.058407,65.4,1
A2PQT2JE8ZUR8W,Dealer,2 BHK,1392.88699,2,2,"Sector-27 Kharghar,Mumbai",19.061701,73.080488,150,0
ANIXLKPOLYWUY,Dealer,3 BHK,1070.25247,3,3,"Sector-137 Noida,Noida",28.506454,77.409568,39,1
A3AHZYRP1R90YQ,Dealer,2 BHK,1011.041639,2,2,"Thane West,Maharashtra",19.18,72.96333,76,0
AHQXHYFJ30HZE,Owner,1 BHK,1700.037779,1,1,"Rachenahalli,Bangalore",13.219742,76.698537,90,1
A3BI6M7UY4T0ZS,Owner,2 BHK,495.049505,2,1,"Pethapur,Gandhinagar",23.2631,72.6739,18,1
AFA00OWUPGY71,Dealer,5 BHK,1453.418633,3,0,"Perungalathur,Chennai",12.9182,80.0824,72.7,0
AJMKEM6LRUHN3,Dealer,3 BHK,2246.181491,2,1,"Whitefield,Bangalore",12.9958935,77.761394,150,1
A74SHV5ZD3RLT,Dealer,2 BHK,557.0409982,2,3,"Iyyappanthangal,Chennai",13.035866,80.135164,25,0
A1RLLTUBCFQV22,Dealer,3 BHK,1636.228103,2,2,"Budigere,Bangalore",13.141581,77.749756,87.8,0
A3NWHK8FRD594U,Owner,3 BHK,612.13133,3,2,"Baddi,Solan",30.92,77.12,11,1
A2LVQ1GFITAW4A,Dealer,2 BHK,1643.429249,2,2,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,55.4,1
A134M8GHW35L42,Dealer,5 BHK,545.01413,3,2,"Kasar vadavali,Lalitpur",24.6902,78.416,54,0
A1D4BY1MP53AR8,Owner,3 BHK,1776.649746,3,2,"Kaikondrahalli,Bangalore",12.9143,77.6764,140,1
A34SXBB9E2FFTY,Dealer,2 BHK,972.7272727,2,2,"Thubarahalli,Bangalore",12.952357,77.722506,53.5,1
A1FZGVS6LOOZ17,Owner,2 BHK,539.9568035,2,1,"Bypass road,Junagadh",21.52,70.47,7.5,1
A3H6MS8FUAWEK3,Owner,4 BHK,550,3,3,"Deolai,Aurangabad",19.88879,75.34344,22,0
A14XRI4U6BRG8T,Dealer,2 BHK,1184.971098,2,2,"Sector-75 Noida,Noida",28.576117,77.382136,61.5,1
AWPT4FH0JR7S1,Dealer,3 BHK,6000,3,2,"Lower Parel,Lalitpur",18.996305,72.827789,2100,0
AM188RARFCUSA,Dealer,2 BHK,1195.090439,1,1,"Adalhatu,Ranchi",23.178998,85.566222,37,0
ACAXV4V8PBCE3,Dealer,2 BHK,2630.949534,2,2,"Aiginia,Bhubaneswar",20.26444,85.82806,110,1
A1143BSP9JCXXG,Dealer,2 BHK,745.0555405,2,1,"Sector-18 Ulwe,Mumbai",18.973908,73.025106,55,1
A3HFLGB1IK5UKZ,Dealer,2 BHK,312.1852971,2,1,"Sector 75 Faridabad,Faridabad",28.365512,77.346306,12.4,0
A1S7U6E1L3GOV3,Owner,8 BHK,1478.123768,7,0,"Sarjapur Road,Bangalore",12.86,77.786,75,1
A2GW7PIU744BC7,Owner,3 BHK,679.9637353,3,2,"NH-24 Highway,Ghaziabad",28.66667,77.41667,30,0
AB6Z589TT2BRZ,Dealer,3 BHK,2398.081535,3,2,"Sector-121 Mohali,Mohali",30.696627,76.693764,100,1
A2M06O71QQGODU,Dealer,5 BHK,2045.268612,3,0,"Whitefield,Bangalore",12.9958935,77.761394,150,0
AZ47YDQDGT6OX,Dealer,3 BHK,2440.512508,2,1,"Sector-129 Noida,Noida",28.507373,77.386719,80,1
A2NUGJFLVQPLA2,Dealer,3 BHK,1265.126513,3,0,"Rajarhat,Kolkata",22.54111,88.33778,57.5,0
AB5EJ0094R8N9,Owner,2 BHK,1204.093919,2,2,"KR Mohalla,Mysore",12.298369,76.649789,60,0
APCN5D71687JD,Owner,2 BHK,790.0974454,2,2,"Lalpur,Ranchi",23.368714,85.34384,30,0
A3IKVQW0GB8T6X,Owner,2 BHK,2444.987775,2,2,"Hebbal,Bangalore",13.04034,77.591347,270,0
A2GPJBBABHTUZG,Dealer,2 BHK,1308.258381,2,1,"Kasavanhalli,Bangalore",12.9077,77.6755,48,0
A3B46V0TEPUCYV,Owner,4 BHK,900.090009,2,2,"Housing Colony,Dhanbad",26.109598,85.895199,20,1
ATXM8O8KGQVMB,Dealer,8 BHK,2393.031492,8,0,"Binny Pete,Bangalore",12.96991,77.59796,250,1
A142SE9V1ULJ11,Owner,2 BHK,900,1,1,"Sector 29 Faridabad,Faridabad",28.432682,77.322604,45,0
ABBJSCUFDBXRZ,Owner,3 BHK,801.7741385,3,3,"Godhni,Nagpur",21.638454,78.230325,23.5,0
A15ZUYU43PC1BD,Dealer,2 BHK,1324.955117,2,1,"Kalinganagar,Bhubaneswar",20.26444,85.82806,73.8,0
A33JCQTUIOF3Z8,Builder,2 BHK,6000,2,1,"Bawadia Kalan,Bhopal",23.176444,77.448917,75,1
A32UXPP7DL8KAI,Dealer,2 BHK,1030.098181,2,2,"Wakad,Pune",18.5993,73.7625,64,1
A1OZBJZ5EWQV9D,Dealer,2 BHK,854.7868061,2,1,"Powai,Lalitpur",19.12,72.91,170,1
A1OFEXPP58JQMI,Dealer,3 BHK,1765.278792,3,2,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,72.5,1
ANGMV1S4BKSWQ,Dealer,2 BHK,1191.895113,2,2,"Bhandup (West),Lalitpur",19.147866,72.932609,180,1
A1HHKZVA876ICH,Dealer,3 BHK,2364.864865,2,0,"Sector-17 Panchkula,Panchkula",30.698289,76.835708,140,0
AKU5RD6RZEWR1,Owner,4 BHK,1730.103806,3,1,"Nirbhay Nagar,Agra",27.215343,77.980824,85,1
ALLSZRJL9YBCO,Builder,3 BHK,979.2909793,2,3,"Barasat,Kolkata",22.747639,88.600902,27.9,0
A2RL1RS6PWUHWI,Owner,3 BHK,1180.030257,3,2,"Manjunath Nagar,Hubli",15.346409,75.105163,39,0
A10M7SSDWPRF5M,Dealer,2 BHK,750,2,1,"sulabh awas, gomti nagar,Lucknow",26.851,81.0011,27,0
AKVADH46FDB5E,Dealer,1 BHK,1055.037806,1,1,"Majiwada,Mumbai",19.218498,72.992114,120,1
A50FYNAOYJCGX,Dealer,4 BHK,1155.057753,3,2,"Zirakpur,Chandigarh",30.662283,76.822397,33,0
ALTS3LT1YG9H9,Dealer,3 BHK,933.3046163,2,1,"Goregaon (West),Mumbai",19.161955,72.839616,130,1
AR8G8G183KH2F,Dealer,1 BHK,1207.289294,1,0,"Madhyamgram,Kolkata",22.7,88.45,26.5,0
A24MJ3KLA26QWQ,Owner,1 BHK,2219.531881,2,2,"Sector-107 Noida,Noida",28.546788,77.378494,220,1
A8EQ1QXW2148I,Owner,3 BHK,1350.277998,3,2,"Shyam Park Extension,Ghaziabad",28.680366,77.364076,51,0
A2E19EK7RLVK59,Owner,2 BHK,1494.209936,2,2,"Sahakara Nagar,Bangalore",13.064,77.58,80,1
A2ECPPZTEGLTD4,Owner,7 BHK,1150.026137,9,3,"Dinnur,Bangalore",13.02494,77.597649,66,1
A1S954L77IUU31,Dealer,1 BHK,1686.568171,1,1,"Hiranandani Estate,Maharashtra",19.255098,72.9815265,250,0
A1G5CFCESKPA2C,Owner,9 BHK,1438.010105,9,1,"Whitefield,Bangalore",12.9958935,77.761394,74,1
AKE11AZTM3T6O,Dealer,3 BHK,1496.296296,2,1,"Khapri,Lalitpur",24.69028,78.41889,20.2,0
ACAXV4V8PBCE3,Dealer,2 BHK,1700.102006,2,1,"Nerul,Maharashtra",19.0242,73.0172,200,0
AERY9SV4J1ZFO,Dealer,1 BHK,1400.233372,1,1,"Whitefield,Bangalore",12.9958935,77.761394,60,1
A3B2F5F4BVD3TX,Dealer,3 BHK,948.7516426,2,3,"Sector-75 Noida,Noida",28.576117,77.382136,36.1,1
A2YCVGAH8NJGPZ,Dealer,8 BHK,1600,8,3,"Madhurawada,Visakhapatnam",17.815234,83.35818,64,0
A3PZ1KRK2H3SNS,Dealer,2 BHK,757.7807848,2,2,"Thane West,Mumbai",19.18,72.96333,140,1
A1ABYGT65DNLAA,Dealer,3 BHK,1409.978308,3,1,"Mango,Jamshedpur",22.835481,86.221099,78,0
A1AOOCWUOQVPVD,Dealer,3 BHK,1891.831738,2,2,"Jodhpur Park,Kolkata",22.506447,88.363636,170,1
ARJTFM3XABY,Owner,3 BHK,2215.028114,3,2,"Gomti Nagar Extension,Lucknow",21,77,130,0
AXQFMPCPLAESY,Owner,3 BHK,1300.148588,2,2,"Ambabari,Jaipur",26.91667,75.86667,70,1
ACAXV4V8PBCE3,Owner,3 BHK,1139.287027,3,2,"Ranjeet Nagar,Alwar",30.15553,76.863379,31,0
A2974R9BTPZPOJ,Owner,3 BHK,1310.370648,2,1,"Gotri,Vadodara",22.312358,73.145436,35,0
A2QV7F55T6GD04,Owner,2 BHK,1362.5,2,1,"Lanjipalli,Berhampur",19.295224,84.804415,43.6,1
A2803KK3ZW27FC,Owner,3 BHK,1925.236644,3,2,"Hoodi,Bangalore",12.989437,77.717806,120,0
A3E491V35LULHM,Owner,2 BHK,1605.334651,2,1,"Amruthahalli,Bangalore",13.063752,77.605027,65,0
A18LB53J98Y35R,Dealer,2 BHK,2058.823529,2,2,"Sector-102 Gurgaon,Gurgaon",28.47944,76.971432,140,1
A7XYLJ9XFDTT9,Dealer,2 BHK,1000,2,3,"Mansarovar,Jaipur",26.8626,75.7633,25,1
